logTimestamp,faction,planet,regionName,reason,pointValue,multiplier,source
"Feb 23, 2026 @ 02:05:08.000",Rebel,tatooine,gcw_region_tatooine_11,participating in a Flashpoint,1500,1,-240098155181659569
"Feb 23, 2026 @ 02:07:48.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,10,1,120029101433
"Feb 23, 2026 @ 02:09:13.000",Rebel,rori,gcw_region_rori_12,factional presence,10,1,147791703585
"Feb 23, 2026 @ 02:35:40.000",Rebel,rori,gcw_region_rori_3,factional presence,10,1,6325116506
"Feb 23, 2026 @ 02:42:41.000",Rebel,rori,gcw_region_rori_3,factional presence,10,1,6325116506
"Feb 23, 2026 @ 02:46:15.000",Imperial,tatooine,gcw_region_tatooine_12,factional presence,10,1,161271722609
"Feb 23, 2026 @ 02:51:05.000",Rebel,dantooine,gcw_region_dantooine_1,factional presence,10,1,22917087611
"Feb 23, 2026 @ 02:51:15.000",Imperial,tatooine,gcw_region_tatooine_12,factional presence,10,1,161271722609
"Feb 23, 2026 @ 02:53:33.000",Rebel,rori,gcw_region_rori_3,a Restuss PvE mission completion,25,1,6325116506
"Feb 23, 2026 @ 02:56:15.000",Imperial,tatooine,gcw_region_tatooine_12,factional presence,10,1,161271722609
"Feb 23, 2026 @ 02:58:12.000",Imperial,dantooine,gcw_region_dantooine_1,factional presence,10,1,38818046733
"Feb 23, 2026 @ 03:01:00.000",Imperial,rori,gcw_region_rori_3,a Restuss PvE mission completion,25,1,63593632975
"Feb 23, 2026 @ 03:01:15.000",Imperial,tatooine,gcw_region_tatooine_12,factional presence,10,1,161271722609
"Feb 23, 2026 @ 03:03:14.000",Imperial,dantooine,gcw_region_dantooine_1,factional presence,10,1,38818046733
"Feb 23, 2026 @ 03:05:13.000",Imperial,dantooine,gcw_region_dantooine_1,winning a Flashpoint,1000,1,-367887794608297393
"Feb 23, 2026 @ 03:05:13.000",Imperial,dantooine,gcw_region_dantooine_1,participating in a Flashpoint,1500,1,-367887794608297393
"Feb 23, 2026 @ 03:06:15.000",Imperial,tatooine,gcw_region_tatooine_12,factional presence,10,1,161271722609
"Feb 23, 2026 @ 03:10:20.000",Imperial,rori,gcw_region_rori_3,factional presence,10,1,38818046733
"Feb 23, 2026 @ 03:10:47.000",Rebel,rori,gcw_region_rori_3,a Restuss PvE mission completion,25,1,6325116506
"Feb 23, 2026 @ 03:11:15.000",Imperial,tatooine,gcw_region_tatooine_12,factional presence,10,1,161271722609
"Feb 23, 2026 @ 03:15:59.000",Imperial,rori,gcw_region_rori_3,factional presence,10,1,62301044419
"Feb 23, 2026 @ 03:20:11.000",Imperial,tatooine,gcw_region_tatooine_3,delivering supplies (PvE),50,1,181590921542
"Feb 23, 2026 @ 03:26:03.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,10,1,62301044419
"Feb 23, 2026 @ 03:27:59.000",Imperial,corellia,gcw_region_corellia_12,factional presence,10,1,87170617346
"Feb 23, 2026 @ 03:29:59.000",Imperial,corellia,gcw_region_corellia_5,factional presence,10,1,87170617346
"Feb 23, 2026 @ 03:33:00.000",Imperial,corellia,gcw_region_corellia_13,factional presence,10,1,87170617346
"Feb 23, 2026 @ 03:38:03.000",Imperial,corellia,gcw_region_corellia_13,factional presence,10,1,87170617346
"Feb 23, 2026 @ 03:42:57.000",Imperial,dantooine,gcw_region_dantooine_13,delivering supplies (PvE),50,1,159914410428
"Feb 23, 2026 @ 03:46:10.000",Imperial,corellia,gcw_region_corellia_13,factional presence,10,1,87170617346
"Feb 23, 2026 @ 03:51:07.000",Imperial,talus,gcw_region_talus_3,factional presence,10,1,126869524760
"Feb 23, 2026 @ 03:51:13.000",Imperial,corellia,gcw_region_corellia_13,factional presence,10,1,87170617346
"Feb 23, 2026 @ 03:51:54.000",Rebel,talus,gcw_region_talus_3,factional presence,10,1,123878194169
"Feb 23, 2026 @ 03:53:01.000",Imperial,tatooine,gcw_region_tatooine_9,participating in an Invasion,250,1,-233342756915162113
"Feb 23, 2026 @ 03:53:01.000",Rebel,tatooine,gcw_region_tatooine_9,participating in an Invasion,250,1,-233342756915162113
"Feb 23, 2026 @ 03:53:01.000",Rebel,tatooine,gcw_region_tatooine_9,winning an Invasion,250,1,-233342756915162113
"Feb 23, 2026 @ 03:56:09.000",Imperial,talus,gcw_region_talus_3,factional presence,10,1,126869524760
"Feb 23, 2026 @ 03:56:57.000",Rebel,talus,gcw_region_talus_3,factional presence,10,1,123878194169
"Feb 23, 2026 @ 04:01:12.000",Imperial,talus,gcw_region_talus_3,factional presence,10,1,126869524760
"Feb 23, 2026 @ 04:01:58.000",Rebel,talus,gcw_region_talus_3,factional presence,10,1,140253454397
"Feb 23, 2026 @ 04:05:18.000",Imperial,talus,gcw_region_talus_3,participating in a Flashpoint,1875,1.25,-351843721363021000
"Feb 23, 2026 @ 04:05:18.000",Imperial,talus,gcw_region_talus_3,winning a Flashpoint,1000,1,-351843721363021000
"Feb 23, 2026 @ 04:29:11.000",Imperial,rori,gcw_region_rori_3,factional presence,10,1,105332837902
"Feb 23, 2026 @ 04:34:11.000",Imperial,rori,gcw_region_rori_3,factional presence,10,1,105332837902
"Feb 23, 2026 @ 04:35:42.000",Rebel,rori,gcw_region_rori_3,a Restuss PvE mission completion,25,1,23196956120
"Feb 23, 2026 @ 04:42:17.000",Imperial,rori,gcw_region_rori_3,factional presence,10,1,105332837902
"Feb 23, 2026 @ 04:42:28.000",Imperial,dantooine,gcw_region_dantooine_1,factional presence,11,1.1185871,128221694681
"Feb 23, 2026 @ 04:45:07.000",Rebel,rori,gcw_region_rori_3,factional presence,10,1,140253454397
"Feb 23, 2026 @ 04:47:31.000",Imperial,dantooine,gcw_region_dantooine_1,factional presence,11,1.1185876,128221694681
"Feb 23, 2026 @ 04:52:25.000",Imperial,rori,gcw_region_rori_3,factional presence,10,1,105332837902
"Feb 23, 2026 @ 04:52:35.000",Imperial,dantooine,gcw_region_dantooine_1,factional presence,11,1.1185881,128221694681
"Feb 23, 2026 @ 04:53:09.000",Rebel,rori,gcw_region_rori_3,factional presence,10,1,147791703585
"Feb 23, 2026 @ 04:55:25.000",Rebel,tatooine,gcw_region_tatooine_9,delivering supplies (PvE),50,1,6325116506
"Feb 23, 2026 @ 04:57:30.000",Imperial,rori,gcw_region_rori_3,factional presence,10,1,105332837902
"Feb 23, 2026 @ 04:57:40.000",Imperial,dantooine,gcw_region_dantooine_1,factional presence,11,1.1185886,128221694681
"Feb 23, 2026 @ 05:00:13.000",Rebel,rori,gcw_region_rori_3,factional presence,10,1,147791703585
"Feb 23, 2026 @ 05:02:26.000",Rebel,dantooine,gcw_region_dantooine_1,factional presence,10,1,2710173457
"Feb 23, 2026 @ 05:02:33.000",Imperial,rori,gcw_region_rori_3,factional presence,10,1,38818046733
"Feb 23, 2026 @ 05:03:43.000",Imperial,dantooine,gcw_region_dantooine_1,factional presence,11,1.1185892,128221694681
"Feb 23, 2026 @ 05:05:17.000",Rebel,rori,gcw_region_rori_3,factional presence,10,1,147791703585
"Feb 23, 2026 @ 05:05:22.000",Rebel,dantooine,gcw_region_dantooine_1,participating in a Flashpoint,1688,1.125,-372109919258957233
"Feb 23, 2026 @ 05:05:22.000",Rebel,dantooine,gcw_region_dantooine_1,winning a Flashpoint,1000,1,-372109919258957233
"Feb 23, 2026 @ 05:07:29.000",Rebel,dantooine,gcw_region_dantooine_1,factional presence,10,1,2710173457
"Feb 23, 2026 @ 05:08:24.000",Imperial,corellia,gcw_region_corellia_13,factional presence,10,1,87170617346
"Feb 23, 2026 @ 05:10:19.000",Rebel,rori,gcw_region_rori_3,factional presence,10,1,147791703585
"Feb 23, 2026 @ 05:13:29.000",Imperial,corellia,gcw_region_corellia_13,factional presence,10,1,87170617346
"Feb 23, 2026 @ 05:15:22.000",Rebel,rori,gcw_region_rori_3,factional presence,10,1,147791703585
"Feb 23, 2026 @ 05:19:32.000",Imperial,corellia,gcw_region_corellia_5,factional presence,10,1,87170617346
"Feb 23, 2026 @ 05:20:25.000",Rebel,rori,gcw_region_rori_3,factional presence,10,1,147791703585
"Feb 23, 2026 @ 05:25:26.000",Rebel,rori,gcw_region_rori_3,factional presence,10,1,147791703585
"Feb 23, 2026 @ 05:30:13.000",Imperial,talus,gcw_region_talus_14,building up an Invasion,250,1,-348184546868074204
"Feb 23, 2026 @ 05:30:30.000",Rebel,rori,gcw_region_rori_3,factional presence,10,1,147791703585
"Feb 23, 2026 @ 05:35:33.000",Rebel,rori,gcw_region_rori_3,factional presence,10,1,147791703585
"Feb 23, 2026 @ 05:35:40.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,10,1,87170617346
"Feb 23, 2026 @ 05:37:49.000",Imperial,tatooine,gcw_region_tatooine_2,delivering supplies (PvE),50,1,176960243670
"Feb 23, 2026 @ 05:38:24.000",Rebel,lok,gcw_region_lok_4,factional presence,10,1,99952701155
"Feb 23, 2026 @ 05:40:34.000",Rebel,rori,gcw_region_rori_3,factional presence,10,1,147791703585
"Feb 23, 2026 @ 05:46:48.000",Imperial,rori,gcw_region_rori_3,factional presence,10,1,45468164101
"Feb 23, 2026 @ 05:47:33.000",Rebel,rori,gcw_region_rori_12,factional presence,10,1,99952701155
"Feb 23, 2026 @ 05:56:43.000",Rebel,rori,gcw_region_rori_3,factional presence,10,1,87822722267
"Feb 23, 2026 @ 05:56:45.000",Rebel,rori,gcw_region_rori_12,factional presence,10,1,147791703585
"Feb 23, 2026 @ 06:00:38.000",Rebel,tatooine,gcw_region_tatooine_9,factional presence,9,0.9,131496203627
"Feb 23, 2026 @ 06:01:47.000",Rebel,rori,gcw_region_rori_12,factional presence,10,1,147791703585
"Feb 23, 2026 @ 06:06:47.000",Rebel,rori,gcw_region_rori_12,factional presence,10,1,147791703585
"Feb 23, 2026 @ 06:09:00.000",Rebel,rori,gcw_region_rori_9,factional presence,10,1,140253454397
"Feb 23, 2026 @ 06:10:41.000",Imperial,rori,gcw_region_rori_3,a Restuss PvE mission completion,25,1,45468164101
"Feb 23, 2026 @ 06:11:47.000",Rebel,rori,gcw_region_rori_12,factional presence,10,1,147791703585
"Feb 23, 2026 @ 06:15:04.000",Rebel,rori,gcw_region_rori_9,factional presence,10,1,140253454397
"Feb 23, 2026 @ 06:16:32.000",Imperial,rori,gcw_region_rori_3,a Restuss PvE mission completion,25,1,131184683589
"Feb 23, 2026 @ 06:17:38.000",Rebel,rori,gcw_region_rori_12,factional presence,10,1,6325116506
"Feb 23, 2026 @ 06:21:10.000",Rebel,rori,gcw_region_rori_9,factional presence,10,1,140253454397
"Feb 23, 2026 @ 06:22:38.000",Rebel,rori,gcw_region_rori_12,factional presence,10,1,6325116506
"Feb 23, 2026 @ 06:24:12.000",Rebel,lok,gcw_region_lok_13,factional presence,10,1,140253454397
"Feb 23, 2026 @ 06:25:04.000",Rebel,talus,gcw_region_talus_5,delivering supplies (PvE),50,1,177678543136
"Feb 23, 2026 @ 06:27:38.000",Rebel,rori,gcw_region_rori_12,factional presence,10,1,6325116506
"Feb 23, 2026 @ 06:30:34.000",Rebel,rori,gcw_region_rori_12,delivering supplies (PvE),50,1,140253454397
"Feb 23, 2026 @ 06:31:20.000",Imperial,rori,gcw_region_rori_3,factional presence,10,1,94535149048
"Feb 23, 2026 @ 06:31:25.000",Imperial,rori,gcw_region_rori_3,a Restuss PvE mission completion,25,1,45468164101
"Feb 23, 2026 @ 06:32:41.000",Rebel,rori,gcw_region_rori_12,factional presence,10,1,6325116506
"Feb 23, 2026 @ 06:34:20.000",Imperial,rori,gcw_region_rori_12,factional presence,10,1,94535149048
"Feb 23, 2026 @ 06:38:49.000",Imperial,rori,gcw_region_rori_3,factional presence,10,1,128221694681
"Feb 23, 2026 @ 06:40:47.000",Rebel,lok,gcw_region_lok_13,factional presence,10,1,6325116506
"Feb 23, 2026 @ 06:42:57.000",Rebel,rori,gcw_region_rori_9,factional presence,10,1,147791703585
"Feb 23, 2026 @ 06:49:51.000",Rebel,rori,gcw_region_rori_9,factional presence,10,1,6325116506
"Feb 23, 2026 @ 06:55:53.000",Rebel,rori,gcw_region_rori_9,factional presence,10,1,6325116506
"Feb 23, 2026 @ 07:00:56.000",Rebel,rori,gcw_region_rori_9,factional presence,10,1,6325116506
"Feb 23, 2026 @ 07:06:00.000",Rebel,rori,gcw_region_rori_9,factional presence,10,1,6325116506
"Feb 23, 2026 @ 07:07:07.000",Imperial,rori,gcw_region_rori_3,factional presence,10,1,128221694681
"Feb 23, 2026 @ 07:08:52.000",Rebel,corellia,gcw_region_corellia_2,delivering supplies (PvE),50,1,142923396092
"Feb 23, 2026 @ 07:09:51.000",Imperial,rori,gcw_region_rori_8,factional presence,10,1,126869524760
"Feb 23, 2026 @ 07:11:04.000",Rebel,rori,gcw_region_rori_9,factional presence,10,1,6325116506
"Feb 23, 2026 @ 07:14:43.000",Imperial,rori,gcw_region_rori_9,factional presence,10,1,38818046733
"Feb 23, 2026 @ 07:18:52.000",Rebel,rori,gcw_region_rori_8,factional presence,10,1,87822722267
"Feb 23, 2026 @ 07:19:00.000",Imperial,lok,gcw_region_lok_2,factional presence,10,1,30917128523
"Feb 23, 2026 @ 07:20:14.000",Imperial,rori,gcw_region_rori_8,factional presence,10,1,128221694681
"Feb 23, 2026 @ 07:24:45.000",Rebel,rori,gcw_region_rori_8,factional presence,10,1,140253454397
"Feb 23, 2026 @ 07:30:11.000",Imperial,naboo,gcw_region_naboo_6,factional presence,10,1,178868249092
"Feb 23, 2026 @ 07:31:51.000",Rebel,rori,gcw_region_rori_9,factional presence,10,1,140253454397
"Feb 23, 2026 @ 07:35:13.000",Imperial,naboo,gcw_region_naboo_6,factional presence,10,1,178868249092
"Feb 23, 2026 @ 07:36:21.000",Rebel,lok,gcw_region_lok_13,factional presence,10,1,6325116506
"Feb 23, 2026 @ 07:37:21.000",Rebel,rori,gcw_region_rori_8,factional presence,10,1,6325116506
"Feb 23, 2026 @ 07:37:56.000",Rebel,rori,gcw_region_rori_3,factional presence,10,1,87822722267
"Feb 23, 2026 @ 07:40:17.000",Imperial,naboo,gcw_region_naboo_6,factional presence,10,1,178868249092
"Feb 23, 2026 @ 07:40:56.000",Imperial,talus,gcw_region_talus_16,winning a PvE Space Battle,500,1,184773250382
"Feb 23, 2026 @ 07:40:56.000",Imperial,talus,gcw_region_talus_16,participating in a PvE Space Battle,750,1,184773250382
"Feb 23, 2026 @ 07:42:25.000",Rebel,rori,gcw_region_rori_8,factional presence,10,1,6325116506
"Feb 23, 2026 @ 07:44:16.000",Imperial,tatooine,gcw_region_tatooine_12,factional presence,10,1,108368252256
"Feb 23, 2026 @ 07:47:28.000",Rebel,rori,gcw_region_rori_8,factional presence,10,1,6325116506
"Feb 23, 2026 @ 07:48:09.000",Imperial,rori,gcw_region_rori_8,factional presence,10,1,126963146243
"Feb 23, 2026 @ 07:48:31.000",Rebel,talus,gcw_region_talus_3,factional presence,10,1,173885580682
"Feb 23, 2026 @ 07:49:09.000",Imperial,tatooine,gcw_region_tatooine_12,winning a PvE Space Battle,500,1,184765250622
"Feb 23, 2026 @ 07:49:09.000",Imperial,tatooine,gcw_region_tatooine_12,participating in a PvE Space Battle,750,1,184765250622
"Feb 23, 2026 @ 07:49:09.000",Rebel,tatooine,gcw_region_tatooine_12,participating in a PvE Space Battle,750,1,184765250622
"Feb 23, 2026 @ 07:49:20.000",Imperial,tatooine,gcw_region_tatooine_12,factional presence,10,1,108368252256
"Feb 23, 2026 @ 07:50:11.000",Rebel,rori,gcw_region_rori_8,delivering supplies (PvE),100,2,140253454397
"Feb 23, 2026 @ 07:52:31.000",Rebel,rori,gcw_region_rori_8,factional presence,10,1,6325116506
"Feb 23, 2026 @ 08:09:02.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,10,1,147791703585
"Feb 23, 2026 @ 08:09:27.000",Imperial,talus,gcw_region_talus_5,delivering supplies (PvE),50,1,25970899722
"Feb 23, 2026 @ 08:10:03.000",Rebel,rori,gcw_region_rori_12,factional presence,10,1,147791703585
"Feb 23, 2026 @ 08:10:18.000",Rebel,rori,gcw_region_rori_3,factional presence,10,1,43311069528
"Feb 23, 2026 @ 08:15:18.000",Rebel,rori,gcw_region_rori_12,factional presence,10,1,43311069528
"Feb 23, 2026 @ 08:16:33.000",Imperial,null,gcw_region_yavin4_17,factional presence,10,1,108368252256
"Feb 23, 2026 @ 08:18:52.000",Imperial,naboo,gcw_region_naboo_1,factional presence,10,1,126963146243
"Feb 23, 2026 @ 08:21:36.000",Imperial,null,gcw_region_yavin4_17,factional presence,10,1,108368252256
"Feb 23, 2026 @ 08:23:01.000",Rebel,naboo,gcw_region_naboo_1,factional presence,10,1,43311069528
"Feb 23, 2026 @ 08:23:37.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,10,1,180068765343
"Feb 23, 2026 @ 08:23:54.000",Imperial,naboo,gcw_region_naboo_1,factional presence,10,1,126963146243
"Feb 23, 2026 @ 08:26:36.000",Imperial,null,gcw_region_yavin4_17,factional presence,10,1,108368252256
"Feb 23, 2026 @ 08:28:04.000",Rebel,rori,gcw_region_rori_3,factional presence,10,1,43311069528
"Feb 23, 2026 @ 08:29:05.000",Rebel,rori,gcw_region_rori_3,factional presence,10,1,43311069528
"Feb 23, 2026 @ 08:29:39.000",Imperial,naboo,gcw_region_naboo_1,factional presence,10,1,30917128523
"Feb 23, 2026 @ 08:30:40.000",Imperial,rori,gcw_region_rori_3,factional presence,10,1,30917128523
"Feb 23, 2026 @ 08:33:37.000",Imperial,null,gcw_region_yavin4_17,factional presence,10,1,108368252256
"Feb 23, 2026 @ 08:36:10.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,10,1,43311069528
"Feb 23, 2026 @ 08:37:46.000",Imperial,tatooine,gcw_region_tatooine_11,factional presence,10,1,30917128523
"Feb 23, 2026 @ 08:38:38.000",Imperial,null,gcw_region_yavin4_17,factional presence,10,1,108368252256
"Feb 23, 2026 @ 08:39:48.000",Imperial,dantooine,gcw_region_dantooine_5,factional presence,10,1,30917128523
"Feb 23, 2026 @ 08:41:56.000",Rebel,corellia,gcw_region_corellia_5,factional presence,10,1,6345560042
"Feb 23, 2026 @ 08:44:43.000",Imperial,null,gcw_region_yavin4_17,factional presence,10,1,108368252256
"Feb 23, 2026 @ 08:46:54.000",Imperial,null,gcw_region_yavin4_17,participating in a PvE Space Battle,750,1,184777252724
"Feb 23, 2026 @ 08:46:54.000",Imperial,null,gcw_region_yavin4_17,winning a PvE Space Battle,500,1,184777252724
"Feb 23, 2026 @ 08:46:58.000",Rebel,corellia,gcw_region_corellia_5,factional presence,10,1,6345560042
"Feb 23, 2026 @ 08:47:21.000",Rebel,corellia,gcw_region_corellia_6,delivering supplies (PvE),50,1,143443118617
"Feb 23, 2026 @ 08:48:46.000",Imperial,rori,gcw_region_rori_13,factional presence,10,1,108368252256
"Feb 23, 2026 @ 08:54:51.000",Rebel,rori,gcw_region_rori_3,a Restuss PvE mission completion,25,1,60100080753
"Feb 23, 2026 @ 08:56:35.000",Imperial,dantooine,gcw_region_dantooine_5,factional presence,10,1,30917128523
"Feb 23, 2026 @ 09:09:09.000",Rebel,naboo,gcw_region_naboo_4,factional presence,10,1,6345560042
"Feb 23, 2026 @ 09:13:47.000",Imperial,naboo,gcw_region_naboo_4,factional presence,10,1,30917128523
"Feb 23, 2026 @ 09:14:02.000",Rebel,rori,gcw_region_rori_3,a Restuss PvE mission completion,25,1,179040301380
"Feb 23, 2026 @ 09:14:12.000",Rebel,naboo,gcw_region_naboo_4,factional presence,10,1,6345560042
"Feb 23, 2026 @ 09:15:49.000",Imperial,dantooine,gcw_region_dantooine_5,factional presence,10,1,30917128523
"Feb 23, 2026 @ 09:19:16.000",Rebel,naboo,gcw_region_naboo_4,factional presence,10,1,6345560042
"Feb 23, 2026 @ 09:24:18.000",Rebel,naboo,gcw_region_naboo_4,factional presence,10,1,6345560042
"Feb 23, 2026 @ 09:25:18.000",Imperial,naboo,gcw_region_naboo_4,factional presence,10,1,126963146243
"Feb 23, 2026 @ 09:27:01.000",Rebel,rori,gcw_region_rori_12,delivering supplies (PvE),50,1,149563105943
"Feb 23, 2026 @ 09:29:21.000",Rebel,naboo,gcw_region_naboo_4,factional presence,10,1,6345560042
"Feb 23, 2026 @ 09:31:57.000",Imperial,corellia,gcw_region_corellia_14,factional presence,10,1,108368252256
"Feb 23, 2026 @ 09:32:49.000",Imperial,corellia,gcw_region_corellia_14,participating in a PvE Space Battle,750,1,184796251970
"Feb 23, 2026 @ 09:32:49.000",Imperial,corellia,gcw_region_corellia_14,winning a PvE Space Battle,500,1,184796251970
"Feb 23, 2026 @ 09:32:49.000",Rebel,corellia,gcw_region_corellia_14,participating in a PvE Space Battle,750,1,184796251970
"Feb 23, 2026 @ 09:33:23.000",Rebel,tatooine,gcw_region_tatooine_11,factional presence,10,1,6345560042
"Feb 23, 2026 @ 09:48:54.000",Rebel,corellia,gcw_region_corellia_2,delivering supplies (PvE),50,1,143443118617
"Feb 23, 2026 @ 09:51:43.000",Imperial,tatooine,gcw_region_tatooine_13,factional presence,2,0.175,184277332966
"Feb 23, 2026 @ 09:55:13.000",Imperial,dantooine,gcw_region_dantooine_5,factional presence,10,1,30917128523
"Feb 23, 2026 @ 10:05:46.000",Imperial,tatooine,gcw_region_tatooine_2,factional presence,2,0.175,184277332966
"Feb 23, 2026 @ 10:09:41.000",Rebel,corellia,gcw_region_corellia_5,factional presence,10,1,6345560042
"Feb 23, 2026 @ 10:10:14.000",Rebel,rori,gcw_region_rori_3,a Restuss PvE mission completion,25,1,147791703585
"Feb 23, 2026 @ 10:10:44.000",Rebel,rori,gcw_region_rori_3,factional presence,10,1,179040301380
"Feb 23, 2026 @ 10:10:46.000",Imperial,tatooine,gcw_region_tatooine_2,factional presence,2,0.175,184277332966
"Feb 23, 2026 @ 10:13:45.000",Rebel,naboo,gcw_region_naboo_4,factional presence,10,1,6345560042
"Feb 23, 2026 @ 10:16:46.000",Imperial,tatooine,gcw_region_tatooine_2,factional presence,2,0.175,184277332966
"Feb 23, 2026 @ 10:18:16.000",Imperial,naboo,gcw_region_naboo_4,factional presence,10,1,30917128523
"Feb 23, 2026 @ 10:18:50.000",Rebel,naboo,gcw_region_naboo_4,factional presence,10,1,6345560042
